호선,역명,장비종류,호기,승강기번호,운행구간,설치위치,위도,경도
2,모래내시장역,EL,3,2170-596,지상층↔지하2층,"(B2) 고객안내센터 옆,(1F) 2번 출입구 근처",,
2,모래내시장역,EL,4,2170-595,지상층↔지하2층,"(B2) 고객안내센터 옆,(1F) 3번 출입구 근처",,
2,만수역,EL,1,2170-587,지하1층↔지하2층,"(B2) 모래내시장역 방향 승강장 1-3 출입문 앞,(B1) 에스컬레이터 1,2호기 옆",,
2,만수역,EL,2,2170-588,지하1층↔지하2층,"(B2) 남동구청역 방향 승강장 1-3 출입문 앞,(B1) 에스컬레이터 3,4호기 옆",,
2,만수역,EL,3,2170-618,지상층↔지하1층,"(B1) 에스컬레이터 5,6호기 뒤,(1F) 1번 출입구 근처",,
2,만수역,EL,4,2170-617,지상층↔지하1층,"(B1) 에스컬레이터 7,8호기 뒤,(1F) 4번 출입구 근처",,
2,남동구청역,EL,1,2169-962,지하1층↔지하2층,"(B2) 만수역 방향 승강장 1-3 출입문 앞,(1F) 에스컬레이터 1,2호기 옆",,
2,남동구청역,EL,2,2169-961,지하1층↔지하2층,"(B2) 인천대공원역 방향 승강장 1-3 출입문 앞,(1F) 에스컬레이터 3,4호기 옆",,
2,남동구청역,EL,3,2170-616,지상층↔지하1층,"(B1) 고객안내센터 옆,(1F) 1번 출입구 근처",,
2,남동구청역,EL,4,2170-615,지상층↔지하1층,"(B1) 에스컬레이터 7,8호기 앞, ,(1F) 3번 출입구 근처",,
2,인천대공원역,EL,1,2160-700,지상1층↔지하2층,"(1F) 2번출입구 근처,,(2F) 에스컬레이터 1,2호기 근처",,
2,인천대공원역,EL,2,2160-697,지상1층↔지상2층,"(1F) 1번 출입구 근처,(2F) 역사 출입문 앞",,
2,인천대공원역,EL,3,2160-698,지상2층↔지상3층,"(2F) 고객안내센터 옆 ,(3F) 에스컬레이터 3,4호기 앞",,
2,인천대공원역,EL,4,2160-699,지상2층↔지상3층,"(2F) 화장실 뒤 ,(3F) 에스컬레이터 5,6호기 앞",,
2,운연(서창)역,EL,1,2161-406,지상층↔지하1층,"(B1) 인천대공원역 방향 승강장 1-3 출입문 앞,(1F) 에스컬레이터 1,2호기 옆",,
2,운연(서창)역,EL,2,2161-405,지상층↔지하1층,"(B1) 종착역 승강장 1-3 출입문 앞,(1F) 에스컬레이터 3,4호기 옆",,
7,까치울역,EL,1,2060-279,B1-B2,"(B1) 화장실 옆, 2번출입구 방향,(B2) 온수방향 승강장 3-1 출입문 앞",,
7,까치울역,EL,2,2060-280,F1-B1,"(1F) 3번/4번 출입구 옆,(B1) 3번/4번 출입구 옆",,
7,부천종합운동장역,EL,1,2092-517,B1-B2,"(B1) 고객안전센터 앞 대합실,(B2) 까치울역 방향 승강장 5-3, 춘의역 방향 승강장 4-2 출입문 앞",,
7,부천종합운동장역,EL,2,2092-518,F1-B1,"(1F) 1번/2번 출입구 사이,(B1) 2번 출입구 방향 대합실",,
7,부천종합운동장역,EL,3,2092-519,F1-B1,"(1F) 4, 5번 출입구 사이,(B1) 4번 출입구 방향 대합실",,
7,부천종합운동장역,EL,4,2092-520,F2-BM1,직원용,,
7,춘의역,EL,1,2061-661,B1-B2,"(B2) 부천종합운동장역 방향 5-1, 신중동 방향 4-4,(B1) 고객안내센터 앞 대합실",,
7,춘의역,EL,2,2061-662,F1-B1,"(B1) 대합실 3번/4번 출입구 ,(1F) 3번/4번 출입구 사이",,
7,춘의역,EL,3,2061-663,F1-B1,"(B1) 대합실 7번/8번 출입구 ,(1F) 3번/4번 출입구 사이",,
7,신중동역,EL,1,2078-781,B1-B2,"(B2) 춘의역 방향 승강장 4-1, 부천시청역 방향 승강장 5-3의 사이의 중앙,(B1) 표 내는 곳 내 대합실 중앙",,
7,신중동역,EL,2,2078-782,F1-B1,"(B1) 대합실 1번/2번 출입구 ,(1F) 1번/2번 출입구 사이",,
7,신중동역,EL,3,2078-783,F1-B1,"(B1) 대합실 7번 출입구 ,(1F) 7번 출입구 사이",,
7,신중동역,EL,4,2061-660,F1-B1,"(B1) 대합실 3번 출입구 ,(1F) 3번 출입구 인근",,
7,부천시청역,EL,1,2058-149,B1-B2,"(B2) 신중동역 방향 승강장 4-4 출입문 앞,(B1) 표 내는 곳 내 계단 옆(신중동 방향)",,
7,부천시청역,EL,2,2058-150,F1-B1,"(B1) 1번/2번 출입구 근처 대합실,(1F) 1번/2번 출입구 근처",,
7,부천시청역,EL,3,2058-151,F1-B1,"(B1) 4번/5번 출입구 근처 대합실,(1F) 4번/5번 출입구 근처",,
7,상동역,EL,1,2058-152,B1-B2,"(B2) 승강장 상선 4-4 출입문 앞,(B1) 대합실 표 내는 곳 근처",,
7,상동역,EL,2,2058-153,B1-B2,"(B2) 승강장 하선 5-1 출입문 앞,(B1) 대합실 표 내는 곳 근처",,
7,상동역,EL,3,2058-154,F1-B1,"(B1) 대합실 1번/2번 출입구 사이(GS편의점 옆),(1F) 1번/2번 출입구 사이",,
7,상동역,EL,4,2058-155,F1-B1,"(B1) 대합실 5번/6번 출입구 사이(상상정거장 옆),(1F) 5번/6번 출입구 사이",,
7,삼산체육관역,EL,1,2092-874,B1-B2,"(B2) 승강장 상선 4-2 출입문 앞,(B1) 대합실 표 내는 곳 근처",,
7,삼산체육관역,EL,2,2092-871,B1-B2,"(B2) 승강장 하선 5-3 출입문 앞,(B1) 대합실 표 내는 곳 근처",,
7,삼산체육관역,EL,3,2092-873,F1-B1,"(B1) 대합실 1번/2번 출입구 사이,(1F) 공원입구 근처",,
7,삼산체육관역,EL,4,2092-872,F1-B1,"(B1) 대합실 3번 출입구,(1F) 자전거보관구역 근처",,
7,굴포천역,EL,1,2092-823,B1-B2,"(B2) 삼산체육관역 방향 승강장 4-4 출입문 앞,(B1) 표 내는 곳 내 계단 옆(삼산체육관역 방향)",,
7,굴포천역,EL,2,2092-824,B1-B2,"(B2) 부평구청역 방향 승강장 5-1 출입문 앞,(B1) 표 내는 곳 내 계단 옆(부평구청역 방향)",,
7,굴포천역,EL,3,2092-822,F1-B1,"(B1) 3번/4번 출입구 근처 대합실,(1F) 3번 출입구 근처",,
7,굴포천역,EL,4,2092-825,F1-B1,"(B1) 5번/6번 출입구 근처 대합실,(1F) 5번/6번 출입구 근처",,
7,부평구청역,EL,1,2120-901,B1-B3,"(B3) 1호선(갈산역 방향)<->7호선(굴포천역 방향) 환승통로 앞쪽,(B2) 굴포천역 방향 4-1 출입문 앞",,
7,부평구청역,EL,2,2120-902,B1-B3,"(B3) 산곡역 방향 5-4 출입문 앞,(B1) 표 내는 곳 안쪽 남자화장실 옆 엘리베이터",,
7,부평구청역,EL,3,2120-903,B2-B3,"(B3) 굴포천역 방향 8-4 출입문 앞,(B2) 1호선(부평시장역 방향)<->7호선(굴포천역 방향) 환승통로 엘리베이터",,
7,부평구청역,EL,4,2120-904,B2-B3,"(B3) 산곡역 방향 1-1 출입문 앞,(B2) 1호선(부평시장역 방향)<->7호선(산곡역 방향) 환승통로 엘리베이터",,
7,부평구청역,EL,5,2120-905,B2-B2,"(B2) 1호선(갈산역 방향)<->7호선 환승통로 계단 옆 엘리베이터,(BM1) 1호선 갈산역 방향 후미부 계단 옆 엘리베이터",,
7,부평구청역,EL,6,2120-906,B2-B2,"(B2) 1호선(부평시장역 방향)<->7호선 환승통로 엘리베이터,(B1) 1호선 부평시장역 방향 방범셔터 앞 엘리베이터",,
7,부평구청역,EL,7,2120-907,F1-B1,"(B1) 4,5번 출입구 방향 대합실,(1F) 4,5번 출입구 사이 엘리베이터",,
7,부평구청역,EL,8,2120-908,F1-B1,"(B1) 3번 출입구 방향 계단 옆 엘리베이터,(1F) 3번 출입구 옆 엘리베이터",,
7,부평구청역,EL,9,2120-909,"F1-B4,(관리동)",직원용,,
7,산곡역,EL,1,2233-654,승강장↔대합실,"(B1) 7호선 부평구청역 방향 4-4 출입문 앞,(1F) 7호선 부평구청역 방향 대합실 중간 엘리베이터",,
7,산곡역,EL,2,2233-655,승강장↔대합실,"(B1) 7호선 석남역 방향 4-4 출입문 앞,(1F) 7호선 석남역 방향 대합실 중간 엘리베이터",,
7,산곡역,EL,3,2233-656,대합실↔지상,"(B1) 3번 출입구 방향 오른쪽 엘리베이터,(1F) 3번, 4번 출입구 사이 엘리베이터",,
7,산곡역,EL,4,2233-657,대합실↔지상,"(B1) 7번 출입구 방향 엘리베이터,(1F) 1번, 7번 출입구 사이 엘리베이터",,
7,석남역,EL,1,2240-778,승강장↔대합실,"(B5) 산곡역 방향 출입문 1-3 앞,(B4) 2호선<->7호선(산곡역 방향) 환승통로",,
7,석남역,EL,2,2240-779,승강장↔대합실,"(B5) 종착역 방향 출입문 8-4 앞,(B4) 2호선<->7호선(종점역 방향) 환승통로",,
7,석남역,EL,3,2240-776,승강장↔대합실,"(B5) 산곡역 방향 출입문 7-3 앞,(B4) 고객안내센터 옆 엘리베이터",,
7,석남역,EL,4,2240-777,승강장↔대합실,"(B5) 종착역 방향 출입문 2-2 앞,(B4) 고객안내센터 옆 엘리베이터",,
7,석남역,EL,5,2240-764,대합실↔지상,"(B4) 5번 출입구 방향 에스컬레이터 9,10호기 옆,(1F) 5번 출입구 뒷편 고가도로 옆 엘리베이터",,
7,석남역,EL,6,2240-765,대합실↔지상,"(B4) 6번 출입구 방향 에스컬레이터 11,12호기 옆,(1F) 6번 출입구 뒷편 고가도로 옆 엘리베이터",,
7,석남역,EL,8,2240-772,대합실↔대합실,"(B3) 2호선 서부여성회관역 방향 환승통로 안쪽 엘리베이터,(B1) 1번/4번/7번 출입구 방향 표 내는 곳 옆",,
7,석남역,EL,9,2240-773,승강장↔대합실,"(B3) 2호선 가정중앙시장역 방향 환승통로 안쪽 엘리베이터,(B2) 2호선<->7호선 환승통로",,
7,석남역,EL,10,2240-771,승강장↔대합실,"(B1) 4번/7번 출입구 오른방향 안쪽 엘리베이터,(1F) 7번 출입구 뒷편 고가도로 밑(2호선 8번 출입구 앞)",,
7,석남역,EL,11,2240-770,대합실↔지상,"(B1) 2번/3번 출입구 왼쪽 방향 엘리베이터,(1F) 2번 출입구 뒷편 고가도로 밑(2호선 3번 출입구 뒷편)",,
7,석남역,EL,7,2240-763,대합실↔지상,"(B4) 2호선<->7호선 환승통로,(B2) 2호선<->7호선 환승통로",,
1,검단호수공원역,ES,1,3816-260,지하1층↔지하2층,(B1) 종착역 승강장 3-4 출입문 앞,,
1,검단호수공원역,ES,2,3816-261,지하1층↔지하2층,(B1) 표 내는 곳 옆,,
1,검단호수공원역,ES,3,3816-262,지하1층↔지하2층,(B1) 수방자재창고 옆,,
1,검단호수공원역,ES,4,3816-263,지하1층↔지하2층,(B1) 엘리베이터 2호기 옆,,
1,검단호수공원역,ES,5,3816-264,지하1층↔지하2층,(B1) 신검단중앙역 방향 승강장 6-1 출입문 앞,,
1,검단호수공원역,ES,6,3816-265,지하1층↔지하2층,(B1) 인터폰 게이트 옆,,
1,검단호수공원역,ES,7,3816-275,대합실↔외부,(B1) 1번 출입구,,
1,검단호수공원역,ES,8,3816-276,대합실↔외부,(B1) 1번 출입구,,
1,검단호수공원역,ES,9,3816-277,대합실↔외부,(B1) 2번 출입구,,
1,검단호수공원역,ES,10,3816-281,대합실↔외부,(B1) 3번 출입구,,
1,검단호수공원역,ES,11,3816-282,대합실↔외부,(B1) 3번 출입구,,
1,검단호수공원역,ES,12,3816-283,대합실↔외부,(B1) 4번 출입구,,
1,신검단중앙역,ES,1,3816-271,지하1층↔지하2층,(B3) 검단호수공원역 방향 승강장 3-1 출입문 앞,,
1,신검단중앙역,ES,2,3816-266,지하1층↔지하2층,(B3) 검단호수공원역 방향 승강장 5-4 출입문 앞,,
1,신검단중앙역,ES,3,3816-267,지하1층↔지하2층,"(B2) 표 내는 곳 옆, 에스컬레이터 2호기 옆",,
1,신검단중앙역,ES,4,3816-268,지하1층↔지하2층,(B3) 아라역 방향 승강장 4-1 출입문 앞,,
1,신검단중앙역,ES,5,3816-269,지하1층↔지하2층,"(B2) 표 내는 곳 옆, 에스컬레이터 4호기 옆",,
1,신검단중앙역,ES,6,3816-270,지하1층↔지하2층,(B3) 아라역 방향 승강장 6-4 출입문 앞,,
1,신검단중앙역,ES,7,3816-272,대합실↔외부,(B2) 1번 출입구,,
1,신검단중앙역,ES,8,3816-273,대합실↔외부,(B2) 2번 출입구,,
1,신검단중앙역,ES,9,3816-274,대합실↔외부,(1F) 2번 출입구,,
1,신검단중앙역,ES,10,3816-278,대합실↔외부,(B2) 3번 출입구,,
1,신검단중앙역,ES,11,3816-279,대합실↔외부,(B2) 4번 출입구,,
1,신검단중앙역,ES,12,3816-280,대합실↔외부,(1F) 4번 출입구,,
1,아라역,ES,1,3816-259,지하1층↔지하2층,(B2) 신검단중앙역 방향 승강장 3-1 출입문 앞,,
1,아라역,ES,2,3816-254,지하1층↔지하2층,(B2) 신검단중앙역 방향 승강장 5-4 출입문 앞,,
1,아라역,ES,3,3816-255,지하1층↔지하2층,(B2) 신검단중앙역 방향 승강장 5-4 출입문 앞,,
1,아라역,ES,4,3816-256,지하1층↔지하2층,(B2) 계양역 방향 승강장 4-1 출입문 앞,,
1,아라역,ES,5,3816-257,지하1층↔지하2층,(B2) 계양역 방향 승강장 4-1 출입문 앞,,
1,아라역,ES,6,3816-258,지하1층↔지하2층,(B2) 계양역 방향 승강장 6-4 출입문 앞,,
1,아라역,ES,7,3816-284,지하1층↔지하2층,(B1) 1번 출입구,,
1,아라역,ES,8,3816-285,대합실↔외부,(B1) 1번 출입구,,
1,아라역,ES,9,3816-288,대합실↔외부,(B1) 2번 출입구,,
1,아라역,ES,10,3816-289,대합실↔외부,(B1) 2번 출입구,,
1,아라역,ES,11,3816-286,대합실↔외부,(B1) 3번 출입구,,
1,아라역,ES,12,3816-287,대합실↔외부,(B1) 3번 출입구,,
1,아라역,ES,13,3816-294,대합실↔외부,(B1) 4번 출입구,,
1,아라역,ES,14,3816-296,대합실↔외부,(B1) 5번 출입구,,
1,아라역,ES,15,3816-295,대합실↔외부,(B1) 5번 출입구,,
1,아라역,ES,16,3820-310,대합실↔외부,(B1) 6번 출입구,,
1,아라역,ES,17,3820-312,대합실↔외부,(B1) 7번 출입구,,
1,아라역,ES,18,3820-311,대합실↔외부,(B1) 7번 출입구,,
1,아라역,ES,19,3820-313,대합실↔외부,(B1) 8번 출입구,,
1,계양역,ES,1,3803-649,1층 ↔ 2층,(2F) 종착역 승강장 3-4 출입문 앞,,
1,계양역,ES,2,3803-650,1층 ↔ 2층,(2F) 종착역 승강장 7-4 출입문 앞,,
1,계양역,ES,3,3803-644,1층 ↔ 2층,(1F) 고객안내센터 옆,,
1,계양역,ES,4,3803-645,1층 ↔ 2층,(1F) 전기창고 옆,,
1,박촌역,ES,1,3816-038,대합실↔외부,(B1) 1번 출입구,,
1,박촌역,ES,2,3816-039,대합실↔외부,(M1) 1번 출입구 중간층,,
1,박촌역,ES,3,3816-036,대합실↔외부,(M1) 1번 출입구 중간층,,
1,박촌역,ES,4,3816-037,대합실↔외부,(1F) 1번 출입구,,
1,임학역,ES,1,3807-142,지하1층↔지하2층,(B1) 수유실 옆,,
1,임학역,ES,2,3807-143,지하1층↔지하2층,(B2) 박촌역 방향 승강장 3-4 출입문 앞,,
1,임학역,ES,3,3807-144,지하1층↔지하2층,(B1) 고객안내센터 옆,,
1,임학역,ES,4,3807-145,지하1층↔지하2층,(B2) 계산역 방향 승강장 6-1 출입문 앞,,
1,계산역,ES,1,3803-646,지하1층↔지하2층,(B2) 엘리베이터 2호기 옆,,
1,계산역,ES,2,3803-647,지하1층↔지하2층,(B2) 수유실 옆,,
1,계산역,ES,3,3802-685,승강장↔대합실,(B2) 표 내는 곳 옆,,
1,계산역,ES,4,3802-686,승강장↔대합실,(B3) 임학역 방향 승강장 4-1 출입문 앞,,
1,계산역,ES,5,3802-687,승강장↔대합실,(B3) 경인교대입구역 방향 승강장 4-1 출입문 앞,,
1,계산역,ES,6,3802-688,승강장↔대합실,(B2) 표 내는 곳 옆,,
1,계산역,ES,7,3809-101,대합실↔외부,(B1) 3번 출입구,,
1,계산역,ES,8,3809-102,대합실↔외부,(1F) 3번 출입구,,
1,경인교대입구역,ES,1,3803-643,지하1층↔지하2층,(B2) 발매기실 앞,,
1,경인교대입구역,ES,2,3803-642,지하1층↔지하2층,(B2) 엘리베이터 2호기 앞,,
1,경인교대입구역,ES,3,3802-681,승강장↔대합실,(B2) 표 내는 곳 옆,,
1,경인교대입구역,ES,4,3802-682,승강장↔대합실,(B3) 계산역 방향 승강장 3-4 출입문 앞,,
1,경인교대입구역,ES,5,3802-683,승강장↔대합실,(B3) 작전역 방향 승강장 3-4 출입문 앞,,
1,경인교대입구역,ES,6,3802-684,승강장↔대합실,(B2) 표 내는 곳 옆,,
1,경인교대입구역,ES,7,3816-034,대합실↔외부,(B1) 2번 출입구,,
1,경인교대입구역,ES,8,3816-035,대합실↔외부,(1F) 2번 출입구,,
1,작전역,ES,1,3802-579,승강장↔대합실,(B2) 경인교대입구역 방향 승강장 3-3 출입문 앞,,
1,작전역,ES,2,3802-677,승강장↔대합실,(B2) 갈산역 방향 승강장 4-1 출입문 앞,,
1,작전역,ES,3,3809-103,대합실↔외부,(B1) 5번 출입구,,
1,작전역,ES,4,3809-104,대합실↔외부,(1F) 5번 출입구,,
1,갈산역,ES,1,3802-674,승강장↔대합실,(B2) 작전역 방향 승강장 6-1 출입문 앞,,
1,갈산역,ES,2,3802-673,승강장↔대합실,(B1) 표 내는 곳 옆,,
1,갈산역,ES,3,3802-676,승강장↔대합실,(B2) 부평구청역 방향 승강장 3-4 출입문 앞,,
1,갈산역,ES,4,3802-675,승강장↔대합실,(B1) 표 내는 곳 옆,,
1,갈산역,ES,5,3810-115,대합실↔외부,(B1) 2번 출입구,,
1,갈산역,ES,6,3810-116,대합실↔외부,(1F) 2번 출입구,,
1,부평구청역,ES,1,3802-653,승강장↔대합실,(B2) 갈산역 방향 승강장 3-2 출입문 앞,,
1,부평구청역,ES,2,3802-654,승강장↔대합실,(B1) 기능실 복도 옆,,
1,부평구청역,ES,3,3802-655,승강장↔대합실,(B2) 갈산역 방향 승강장 5-3 출입문 앞,,
1,부평구청역,ES,4,3802-656,승강장↔대합실,(B1) 표 내는 곳 옆,,
1,부평구청역,ES,5,3802-657,승강장↔대합실,(B2) 부평시장역 방향 승강장 4-2 출입문 앞,,
1,부평구청역,ES,6,3802-658,승강장↔대합실,(B1) 표 내는 곳 옆,,
1,부평구청역,ES,7,3802-659,승강장↔대합실,(B2) 부평시장역 방향 승강장 6-3 출입문 앞,,
1,부평구청역,ES,8,3802-660,승강장↔대합실,(B1) 기능실 복도 옆,,
1,부평구청역,ES,9,3813-903,대합실↔외부,(B1) 1번 출입구,,
1,부평구청역,ES,10,3813-904,대합실↔외부,(1F) 1번 출입구,,
1,부평시장역,ES,1,3802-689,승강장↔대합실,(B2) 부평구청역 방향 승강장 6-1 출입문 앞,,
1,부평시장역,ES,2,3802-690,승강장↔대합실,(B1) 표 내는 곳 옆,,
1,부평시장역,ES,3,3802-691,승강장↔대합실,(B1) 표 내는 곳 옆,,
1,부평시장역,ES,4,3802-692,승강장↔대합실,(B2) 부평역 방향 승강장 6-1 출입문 앞,,
1,부평시장역,ES,5,3807-195,대합실↔외부,(B1) 2번 출입구,,
1,부평시장역,ES,6,3807-194,대합실↔외부,(1F) 2번 출입구,,
1,부평역,ES,1,3803-636,지하2층↔지하4층,(B2) 북광장 방향 대합실 임대상가 옆,,
1,부평역,ES,2,3803-637,지하2층↔지하4층,(B4) 동수역 방향 승강장 5-2 출입문 앞,,
1,부평역,ES,3,3803-638,지하2층↔지하4층,(B4) 부평시장역 방향 승강장 4-2 출입문 앞,,
1,부평역,ES,4,3803-639,지하2층↔지하4층,(B2) 북광장 방향 대합실 임대상가 옆,,
1,부평역,ES,5,3803-640,지하3층↔지하4층,(B3) 고객안내센터 방향 대합실,,
1,부평역,ES,6,3803-641,지하3층↔지하4층,(B4) 동수역 방향 승강장 2-2 출입문 앞,,
1,부평역,ES,7,3803-219,지하3층↔지하4층,(B4) 부평시장역 방향 승강장 7-2 출입문 앞,,
1,부평역,ES,8,3803-220,지하3층↔지하4층,(B3) 고객안내센터 방향 대합실,,
1,부평역,ES,9,3803-221,지하2층↔지하3층,(B2) 고객안내센터 앞,,
1,부평역,ES,10,3803-222,지하2층↔지하3층,(B3) 고객안내센터 방향 대합실,,
1,부평역,ES,11,3803-223,지하2층↔지하3층,(B3) 고객안내센터 방향 대합실,,
1,부평역,ES,12,3803-224,지하2층↔지하3층,(B2) 북광장 방향 대합실 임대상가 옆,,
1,부평역,ES,13,3803-225,환승통로↔지하2층,(B1) 북광장 방향,,
1,부평역,ES,14,3803-226,환승통로↔지하2층,(B2) 북광장 방향 대합실 임대상가 옆,,
1,부평역,ES,15,3803-207,단독 환승통로,(B2) 납광장 방향 대합실,,
1,부평역,ES,16,3803-208,단독 환승통로,(B1) 1번 출입구 방향 대합실,,
1,동수역,ES,1,3803-631,지하2층↔지하4층,(B2) 기능실 출입구 옆,,
1,동수역,ES,2,3803-632,지하2층↔지하4층,(B4) 부평역 방향 승강장 6-1 출입문 앞,,
1,동수역,ES,3,3803-633,지하2층↔지하4층,(B4) 부평삼거리역 방향 승강장 6-1 출입문 앞,,
1,동수역,ES,4,3803-634,지하2층↔지하4층,(B2) 기능실 출입구 옆,,
1,동수역,ES,5,3803-635,지하1층↔지하2층,(B2) 기능실 출입구 옆,,
1,동수역,ES,6,3813-996,대합실↔외부,(B1) 1번 출입구 근처 대합실,,
1,동수역,ES,7,3813-997,대합실↔외부,(1F) 1번 출입구 근처,,
1,부평삼거리역,ES,1,3803-227,지하2층↔지하3층,(B2) 대합실,,
1,부평삼거리역,ES,2,3803-228,지하2층↔지하3층,(B3) 대합실,,
1,부평삼거리역,ES,3,3803-229,지하1층↔지하2층,(B3) 대합실,,
1,부평삼거리역,ES,4,3803-230,지하1층↔지하2층,(B2) 대합실,,
1,부평삼거리역,ES,5,3813-994,대합실↔외부,(B1) 고객안내센터 앞,,
1,부평삼거리역,ES,6,3813-995,대합실↔외부,(1F) 1번 출입구 근처,,
1,간석오거리역,ES,1,3803-211,지하2층↔지하3층,(B3) 기능실 복도 앞,,
1,간석오거리역,ES,2,3803-212,지하2층↔지하3층,(B2) 옆무실 앞,,
1,간석오거리역,ES,3,3803-213,지하2층↔지하3층,(B3) 고객안내센터 맞은편,,
1,간석오거리역,ES,4,3803-214,지하2층↔지하3층,(B2) 기능실 복도 앞,,
1,간석오거리역,ES,5,3803-215,지하1층↔지하2층,(B1)  화장실 앞,,
1,간석오거리역,ES,6,3803-216,지하1층↔지하2층,(B2) 옆무실 옆,,
1,간석오거리역,ES,7,3803-217,지하1층↔지하2층,(B2) 임대상가 앞,,
1,간석오거리역,ES,8,3803-218,지하1층↔지하2층,(B1) 기능실 앞,,
1,간석오거리역,ES,9,3813-139,대합실↔외부,(B1) 화장실 옆,,
1,간석오거리역,ES,10,3813-140,대합실↔외부,(1F) 1번 출입구 근처,,
1,인천시청역 ,ES,1,3803-651,지하1층↔지하3층,(B1) 기능실 앞,,
1,인천시청역 ,ES,2,3803-652,지하1층↔지하3층,(B1) 기능실 앞,,
1,인천시청역 ,ES,3,3803-653,지하1층↔지하3층,(B3) 화장실 통로 방향,,
1,인천시청역 ,ES,4,3803-654,지하1층↔지하3층,(B3) 화장실 통로 방향,,
1,인천시청역 ,ES,5,3803-655,지상층↔지하1층,(B1) 3번 출입구 방향,,
1,인천시청역 ,ES,6,3803-656,지상층↔지하1층,(B2) 공연장 앞,,
1,인천시청역 ,ES,7,3807-147,지하3층↔지하4층,(B4)  간석오거리역 방향 승강장 3-3 출입구 앞,,
1,인천시청역 ,ES,8,3807-146,지하3층↔지하4층,(B3) 고객안내센터 앞,,
1,인천시청역 ,ES,9,3807-148,지하3층↔지하4층,(B3) 고객안내센터 앞,,
1,인천시청역 ,ES,10,3807-149,지하3층↔지하4층,(B4) 예술회관역 방향 승강장 6-1 출입구 앞,,
1,인천시청역 ,ES,11,3813-977,대합실↔외부,(B1) 3번 출입구 방향,,
1,인천시청역 ,ES,12,3813-976,대합실↔외부,(1F) 3번 출입구 앞,,
1,예술회관역,ES,1,3803-657,지하1층↔지하2층,(B2) 기능실 복도 앞,,
1,예술회관역,ES,2,3803-658,지하1층↔지하2층,(B1) 임대상가 앞,,
1,예술회관역,ES,3,3802-693,대합실 ↔ 승강장,(B2) 임대상가 앞,,
1,예술회관역,ES,4,3802-694,대합실 ↔ 승강장,(B3) 인천시청역 방향 승강장 3-4 출입구 앞,,
1,예술회관역,ES,5,3802-695,대합실 ↔ 승강장,(B3) 인천터미널역 방향 승강장 4-1 출입구 앞,,
1,예술회관역,ES,6,3802-696,대합실 ↔ 승강장,(B2) 고객안내센터 앞,,
1,예술회관역,ES,7,3807-192,대합실↔외부,(B1) 3번 출입구 방향,,
1,예술회관역,ES,8,3807-193,대합실↔외부,(1F) 3번 출입구 앞,,
1,인천터미널역,ES,1,3803-659,터미널↔연결통로,(B1) 고객안내센터 옆 임대상가 앞,,
1,인천터미널역,ES,2,3803-660,터미널↔연결통로,(M1) 백화점 출입구 앞,,
1,인천터미널역,ES,3,3802-701,승강장↔대합실,(B1) 대합실 고객안내센터 앞,,
1,인천터미널역,ES,4,3802-702,승강장↔대합실,(B2) 예술회관 방향 승강장 3-1 출입문 앞,,
1,인천터미널역,ES,5,3802-703,승강장↔대합실,(B1) 대합실 화장실 앞,,
1,인천터미널역,ES,6,3802-704,승강장↔대합실,(B2) 예술회관 방향 승강장 5-4 출입문 앞,,
1,인천터미널역,ES,7,3082-705,승강장↔대합실,(B1) 대합실 화장실 앞,,
1,인천터미널역,ES,8,3802-706,승강장↔대합실,(B2) 문학경기장 방향 승강장 4-1 출입문 앞,,
1,인천터미널역,ES,9,3802-707,승강장↔대합실,(B1) 대합실 고객안내센터 맞은편,,
1,인천터미널역,ES,10,3802-708,승강장↔대합실,(B2) 문학경기장 방향 승강장 6-4 출입문 앞,,
1,인천터미널역,ES,11,3807-188,"5,6번출구↔지상",(B1) 임대상가 앞 6번 출입구 방향,,
1,인천터미널역,ES,12,3807-189,"5,6번출구↔지상",(1F) 6번 출입구 앞,,
1,문학역,ES,1,3803-103,지하1층↔지하2층,(B1) 대합실 고객안내센터 맞은편,,
1,문학역,ES,2,3803-104,지하1층↔지하2층,(B2) 대합실,,
1,문학역,ES,3,3803-105,지하1층↔지하2층,(B2) 대합실,,
1,문학역,ES,4,3803-106,지하1층↔지하2층,(B1) 대합실 고객안내센터 옆,,
1,문학역,ES,5,3803-107,지상층↔지하1층,(B1) 대합실 고객안내센터 옆,,
1,문학역,ES,6,3803-108,지상층↔지하1층,(1F) 2번 출입구 앞,37.4346320,126.6970653
1,선학역,ES,1,3802-679,승강장↔대합실,(B2) 문학경기장 방향 승강장 3-2 출입문 앞,,
1,선학역,ES,2,3802-680,승강장↔대합실,(B2) 신연수 방향 승강장 4-4 출입문 앞,,
1,선학역,ES,3,3085-870,지상층↔대합실,(1F) 2번 출입구 앞,37.4265598,126.6991794
1,선학역,ES,4,3085-869,지상층↔대합실,(B1) 대합실 표 내는 곳 앞,,
1,신연수역,ES,1,3805-875,지상층↔대합실,(1F) 3번 출입구 앞,37.4179472,126.6934583
1,신연수역,ES,2,3805-876,지상층↔대합실,(B1) 대합실 표 내는 곳 앞,,
1,원인재역,ES,1,3807-150,지하1층↔지하2층,(B2) 신연수역 방향 승강장 7-3 열차 출입문 앞,,
1,원인재역,ES,2,3807-151,지하1층↔지하2층,(B1) 신연수역 승강장 방향,,
1,원인재역,ES,3,3807-152,지하1층↔지하2층,(B2) 동춘역 방향 승강장 2-1 열차 출입문 앞,,
